transaction_id,card_id,merchant_name,timestamp,amount,location,transaction_type,related_transaction_id
201,7,"Walters, Rogers and Velazquez",2025-04-02 21:38:13,244.02,"5831 Taylor Estates, Smithland, IL 64881",purchase,
202,3,Figueroa-Mcdonald,2025-04-02 21:42:31,75.19,"6075 Tyler Lodge, Staten Island, NY 17585",p2p_transfer,
203,4,"Miller, Herring and Hardy",2025-04-02 21:57:46,347.94,"7058 Rice Extension, Cheektowaga, NY 15197",bill_payment,
204,19,Perry Group,2025-04-02 22:23:51,1488.0,"4683 Bradley Locks, Schenectady, NY 16613",p2p_transfer,
205,17,"Shaw, Brown and Griffith",2025-04-02 22:26:55,94.08,"5997 Smith Expressway, Binghamton, NY 19991",p2p_transfer,
206,26,"Juarez, Howe and Mack",2025-04-02 22:37:32,41.08,"8579 Baker Court, New Betty, MA 01059",atm_withdrawal,
207,37,Hernandez Ltd,2025-04-02 22:39:12,-472.83,"4570 Joel Land, Bronx, NY 16415",refund,
208,35,Brown-Cunningham,2025-04-02 22:45:42,484.88,"3144 Alexis Lodge, Staten Island, NY 18036",p2p_transfer,
209,13,Bond-Wallace,2025-04-02 23:04:02,43.61,"7543 Cook Trafficway, Niagara Falls, NY 17420",atm_withdrawal,
210,24,"Estrada, Nguyen and Marshall",2025-04-03 01:02:41,-137.13,"2813 Ellis Points, Schenectady, NY 14089",refund,
211,25,Garcia-King,2025-04-03 01:46:53,227.35,"4326 Raymond Common, Troy, NY 17613",purchase,
212,3,"Grant, Duke and Smith",2025-04-03 01:55:45,439.18,"2600 Katherine Plains, Bronx, NY 11593",wire_transfer,
213,46,Holmes-Leach,2025-04-03 02:15:42,250.27,"6257 Alicia Course, Utica, NY 14371",p2p_transfer,
214,4,Lawrence-Garrett,2025-04-03 03:01:53,303.13,"4108 Jeremiah Grove, Bronx, NY 14149",wire_transfer,
215,14,Carson-Santiago,2025-04-03 03:30:20,-196.13,"7822 Martinez Gateway, Schenectady, NY 19753",refund,
216,16,"Jones, Walker and Campbell",2025-04-03 03:36:37,2302.65,"2311 David Passage, White Plains, NY 10563",purchase,
217,45,Norris PLC,2025-04-03 03:55:31,227.48,"7709 Katherine Street, Albany, NY 15803",purchase,
218,6,Salazar PLC,2025-04-03 04:06:08,181.51,"927 Bradshaw Tunnel, Ithaca, NY 17323",purchase,
219,13,Yates-Schultz,2025-04-03 04:07:33,387.83,"5312 Brooks Freeway, North Dustinland, CA 98434",bill_payment,
220,50,Watson-Kramer,2025-04-03 04:07:42,139.29,"9009 Chris Vista, Schenectady, NY 17710",purchase,
221,21,Martinez-Le,2025-04-03 04:45:52,361.33,"4590 Warren Meadow, Binghamton, NY 17840",bill_payment,
222,19,Reeves Inc,2025-04-03 04:48:02,33.07,"5212 Moody Villages, White Plains, NY 13590",purchase,
223,50,Miller-Reid,2025-04-03 04:49:50,79.66,"3116 Dixon Court, Troy, NY 18348",atm_withdrawal,
224,34,Ross Ltd,2025-04-03 05:08:04,445.21,"4986 Robert Roads, Robertview, TX 79766",bill_payment,
225,51,Garcia PLC,2025-04-03 06:00:28,-52.37,"9637 Daniels Hills, Niagara Falls, NY 18618",refund,
226,24,"Lester, Miller and Richard",2025-04-03 06:11:11,1432.65,"1558 Lauren Springs, Yonkers, NY 13317",wire_transfer,
227,19,Stone-Kelly,2025-04-03 06:25:31,36.26,"825 Amanda Shoal, Schenectady, NY 14924",purchase,
228,42,Powell-Briggs,2025-04-03 06:58:17,2845.05,"316 Hughes Landing, Bronx, NY 18337",p2p_transfer,
229,21,Delgado Group,2025-04-03 07:01:26,159.16,"3992 Smith Summit, Staten Island, NY 19515",wire_transfer,
230,37,"Garcia, Riley and Lopez",2025-04-03 07:10:58,144.96,"613 Christopher Forks, Bronx, NY 10133",purchase,
231,13,"Cummings, Hubbard and Smith",2025-04-03 07:38:42,226.83,"6029 Christopher Lakes, Cheektowaga, NY 10017",wire_transfer,
232,21,"Payne, Richard and Shaffer",2025-04-03 07:53:46,109.2,"6693 Lee Park, Morrowmouth, IL 65213",purchase,
233,13,Gray Inc,2025-04-03 08:03:39,-4498.2,"1013 Melissa Fords, Binghamton, NY 19937",cancellation,169
234,17,Simpson LLC,2025-04-03 08:08:58,137.09,"7460 Jessica Neck, Rochester, NY 17621",atm_withdrawal,
235,38,Nixon and Sons,2025-04-03 08:09:36,81.15,"2699 Susan Burg, Staten Island, NY 17061",atm_withdrawal,
236,6,"Cabrera, Gutierrez and Diaz",2025-04-03 08:15:29,276.33,"4487 Andrew Crescent, Troy, NY 14365",wire_transfer,
237,29,Marquez-Lewis,2025-04-03 08:29:52,479.39,"9683 Morse Cliffs, Utica, NY 19406",wire_transfer,
238,46,Smith-Li,2025-04-03 08:45:54,238.29,"4302 Greg Courts, Utica, NY 14224",p2p_transfer,
239,39,Bailey and Sons,2025-04-03 08:48:36,222.73,"7300 Michael Estates, Buffalo, NY 14110",purchase,
240,43,"Hardy, Miller and Matthews",2025-04-03 09:08:51,138.53,"2500 Tina Parkways, Ithaca, NY 17192",bill_payment,
241,34,"Barajas, Crawford and Jones",2025-04-03 09:10:26,268.52,"7551 Reyes Mall, Utica, NY 15594",wire_transfer,
242,12,"Adams, Clark and Grant",2025-04-03 09:15:17,171.09,"4065 Suzanne Summit, Staten Island, NY 16192",wire_transfer,
243,16,"Ray, York and Davis",2025-04-03 09:28:39,205.99,"4195 Karen Shores, Staten Island, NY 11312",purchase,
244,26,"Robertson, Castillo and Wong",2025-04-03 10:35:56,364.09,"820 Stanton Oval, Buffalo, NY 18586",wire_transfer,
245,46,Burgess Group,2025-04-03 10:47:04,327.61,"2170 Williams Valleys, Buffalo, NY 18133",bill_payment,
246,27,Warren-Nelson,2025-04-03 10:53:18,269.26,"4375 Mitchell Cape, Binghamton, NY 11269",bill_payment,
247,50,Campos-Hamilton,2025-04-03 10:58:12,371.84,"9204 Dustin Plain, Cheektowaga, NY 14244",bill_payment,
248,52,Johnson-Rodriguez,2025-04-03 11:01:13,36.14,"3719 Tiffany Camp, White Plains, NY 17833",purchase,
249,15,"Greer, Calderon and Hinton",2025-04-03 11:08:52,224.2,"1964 Meghan Gardens, Brooklyn, NY 13170",purchase,
250,48,Smith and Sons,2025-04-03 11:40:33,76.67,"3555 Allison Shores, Johnstonfurt, IL 61012",p2p_transfer,
251,32,Lopez Inc,2025-04-03 11:50:27,-209.32,"8623 Daniels Mount, Marieshire, FL 31873",refund,
252,35,"Harris, Anderson and Best",2025-04-03 11:54:02,162.52,"5783 Brian Shoals, Schenectady, NY 16849",atm_withdrawal,
253,2,Reyes-Woods,2025-04-03 12:12:57,-470.16,"7031 Marc Highway, Syracuse, NY 15981",refund,
254,34,Serrano-Burns,2025-04-03 12:16:10,109.52,"5786 Gomez Court, Yonkers, NY 10197",wire_transfer,
255,10,Parker PLC,2025-04-03 12:18:40,267.64,"4766 Freeman Forges, Syracuse, NY 15161",bill_payment,
256,13,Huerta LLC,2025-04-03 12:26:49,221.81,"5085 Angela Field, Buffalo, NY 10289",p2p_transfer,
257,15,Smith LLC,2025-04-03 12:27:19,178.71,"2964 Warner Lock, Cruzfort, MA 06302",purchase,
258,22,Garcia and Sons,2025-04-03 12:38:41,411.92,"3111 Mccullough Brook, Staten Island, NY 16314",bill_payment,
259,10,Peck-Patel,2025-04-03 12:51:23,-205.5,"131 William Mission, Rochester, NY 12999",refund,
260,33,"Hoffman, Lopez and Bryan",2025-04-03 13:06:35,93.62,"3173 Callahan Cape, Yonkers, NY 14177",atm_withdrawal,
261,10,"Burns, Fields and Terry",2025-04-03 13:12:04,84.42,"1951 Hoover Valleys, Utica, NY 18358",atm_withdrawal,
262,40,Mendoza-Walker,2025-04-03 13:23:01,-489.83,"1901 Campbell Ridges, Queens, NY 10868",refund,
263,40,"Barry, Brock and Dominguez",2025-04-03 13:41:19,302.65,"8217 John Estate, New York, NY 13807",wire_transfer,
264,8,"Blackwell, Flores and Wilson",2025-04-03 13:43:41,325.23,"971 Ramirez Streets, White Plains, NY 15104",bill_payment,
265,1,Walker-Rivera,2025-04-03 13:50:14,39.88,"547 Jones Estate, West Thomas, VT 01617",purchase,
266,35,Hogan PLC,2025-04-03 13:55:25,-46.34,"834 Mark Islands, Erikport, NJ 04266",refund,
267,3,Cook-Hall,2025-04-03 14:03:43,105.15,"4964 Jeffrey Crossing, Troy, NY 12215",bill_payment,
268,20,Diaz Group,2025-04-03 14:15:30,2404.8,"1336 Heather Creek, Cheektowaga, NY 10501",wire_transfer,
269,5,Johnson Group,2025-04-03 14:29:24,437.96,"4694 Pollard Plains, Troy, NY 11762",wire_transfer,
270,27,Morris-Murphy,2025-04-03 14:39:53,-498.31,"2359 Medina Port, New York, NY 17453",refund,
271,37,Mcdaniel-Ramirez,2025-04-03 15:06:39,372.57,"8047 Margaret Ville, Brooklyn, NY 19946",wire_transfer,
272,37,Hill Inc,2025-04-03 15:10:15,306.42,"5654 Dickerson Fields, Rochester, NY 12398",wire_transfer,
273,22,"Andrade, Roberts and Cummings",2025-04-03 15:16:27,2309.4,"3484 Shepherd Drive, White Plains, NY 11855",atm_withdrawal,
274,14,"Taylor, Haynes and Salazar",2025-04-03 15:17:09,317.02,"7851 Powell Corners, Bronx, NY 11500",wire_transfer,
275,42,"Lindsey, Lee and Lynn",2025-04-03 15:24:01,92.19,"2041 Singleton Mount, Rochester, NY 18320",p2p_transfer,
276,21,"Todd, Gonzalez and Lambert",2025-04-03 16:04:40,408.73,"341 Smith Heights, Buffalo, NY 13700",wire_transfer,
277,44,"Wong, King and Klein",2025-04-03 16:10:45,225.27,"6519 Tanya Branch, Queens, NY 10625",purchase,
278,46,Willis Group,2025-04-03 16:37:04,257.14,"1510 Mason Plains, Schenectady, NY 16800",wire_transfer,
279,51,Brown-Barnes,2025-04-03 16:47:31,373.73,"1002 Henry Islands, Bronx, NY 15523",bill_payment,
280,12,Sanchez LLC,2025-04-03 16:57:08,149.75,"9103 Ray Flat, Niagara Falls, NY 19577",p2p_transfer,
281,34,Mason Group,2025-04-03 17:48:19,104.09,"8006 Bolton Springs, Utica, NY 10414",purchase,
282,4,Dominguez Ltd,2025-04-03 17:52:38,155.47,"7302 Jones Inlet, Albany, NY 13344",purchase,
283,19,"Bird, Willis and Yates",2025-04-03 17:55:20,388.42,"9451 Duncan Knoll, Binghamton, NY 16387",wire_transfer,
284,32,Brown-Gonzales,2025-04-03 18:25:27,196.09,"4903 Collins Underpass, Troy, NY 18370",p2p_transfer,
285,32,Lewis Ltd,2025-04-03 18:26:30,21.6,"9934 Lucero Pine, Rochester, NY 10008",atm_withdrawal,
286,31,"Turner, Smith and Alexander",2025-04-03 18:40:42,122.02,"3806 Michael Motorway, East Amberton, MA 05622",bill_payment,
287,36,"Hale, Becker and Daniel",2025-04-03 19:12:15,165.66,"75 Robert Knoll, Niagara Falls, NY 18067",wire_transfer,
288,34,Mcclure Group,2025-04-03 19:12:55,97.88,"9961 Wiley Ferry, White Plains, NY 10261",atm_withdrawal,
289,15,"Tyler, Cobb and Williams",2025-04-03 19:14:14,133.81,"7659 Virginia Cliff, Yonkers, NY 17489",p2p_transfer,
290,42,"Todd, Gordon and Briggs",2025-04-03 19:22:37,225.87,"3285 Trevino Heights, Ithaca, NY 19846",bill_payment,
291,14,Floyd Group,2025-04-03 19:27:58,495.29,"1860 Rubio Mountain, Cheektowaga, NY 12793",bill_payment,
292,22,Rios-Swanson,2025-04-03 19:56:23,193.25,"7256 Michael Turnpike, Utica, NY 16544",bill_payment,
293,11,"Krause, Rodriguez and Lewis",2025-04-03 19:59:00,218.73,"6680 Black Trail, Staten Island, NY 19525",wire_transfer,
294,20,"Meyers, Fernandez and Wolfe",2025-04-03 20:09:32,311.11,"8655 Vang Way, Syracuse, NY 16010",p2p_transfer,
295,28,"Cochran, Davis and Serrano",2025-04-03 20:10:56,99.3,"8814 Patterson Causeway, Rochester, NY 10825",bill_payment,
296,6,Lee-Sherman,2025-04-03 20:27:34,201.53,"6443 David Station, New York, NY 15165",purchase,
297,49,"Watkins, Potter and Richards",2025-04-03 20:34:46,334.08,"2190 Isabel Mills, Brooklyn, NY 11947",p2p_transfer,
298,6,Murray-Hogan,2025-04-03 21:12:10,119.15,"9825 Corey Spring, Yonkers, NY 18154",atm_withdrawal,
299,5,"Hammond, Ruiz and Snyder",2025-04-03 21:15:57,284.05,"5210 Tracy Bypass, West Lisaborough, CT 04029",p2p_transfer,
300,16,Faulkner Group,2025-04-03 21:27:28,162.94,"7716 Clark Bypass, Cantrellborough, TX 78318",purchase,
301,51,Walter-Johnson,2025-04-03 21:39:29,203.46,"2837 Michelle Expressway, White Plains, NY 11160",wire_transfer,
302,34,"Anderson, Alvarez and Valencia",2025-04-03 21:43:49,487.71,"9963 King Circle, Ashleytown, FL 33090",bill_payment,
303,46,Curry-Walker,2025-04-03 22:05:32,91.53,"6254 Clark Club, Bronx, NY 14531",wire_transfer,
304,45,Berger-Walker,2025-04-03 23:37:57,58.84,"2626 Cheryl Tunnel, Queens, NY 10938",atm_withdrawal,
305,1,"Kelley, Maldonado and Cochran",2025-04-03 23:44:58,492.88,"6509 Williamson Points, Binghamton, NY 19109",wire_transfer,
306,35,Lopez-Miller,2025-04-03 23:55:12,117.58,"9319 Daniel Crossing, Binghamton, NY 12538",p2p_transfer,
307,34,"Serrano, Johnston and Ortiz",2025-04-04 01:32:56,196.34,"261 Victoria Rapids, Alexandraburgh, CT 03418",purchase,
308,34,Herman PLC,2025-04-04 01:38:13,285.94,"9426 Troy Manor, Schenectady, NY 13891",wire_transfer,
309,34,Wilson PLC,2025-04-04 01:45:58,262.46,"6279 John Village, Syracuse, NY 16603",purchase,
310,29,"Wallace, Elliott and Davis",2025-04-04 02:03:57,-412.69,"1072 William Lakes, Cheektowaga, NY 19611",refund,
311,29,Lucas and Sons,2025-04-04 02:14:21,27.33,"8443 Harrison Course, New York, NY 18054",atm_withdrawal,
312,1,"Miller, Thompson and Moore",2025-04-04 02:24:35,322.35,"2213 Hernandez Forks, Binghamton, NY 16667",wire_transfer,
313,9,Carr Inc,2025-04-04 02:41:03,106.69,"4889 Cuevas Plain, Binghamton, NY 16487",atm_withdrawal,
314,35,"Daniels, Jones and Mora",2025-04-04 03:04:03,166.02,"9601 Ronald Streets, Judithtown, FL 38568",atm_withdrawal,
315,36,Turner-Kennedy,2025-04-04 03:14:45,-224.06,"5383 Darrell Glen, Staten Island, NY 15803",refund,
316,8,Farrell Ltd,2025-04-04 03:44:37,85.42,"8523 Burke Lakes, Utica, NY 10317",atm_withdrawal,
317,52,"West, Sanchez and Hayden",2025-04-04 03:59:20,126.05,"9030 Anderson Mountain, Brooklyn, NY 17854",p2p_transfer,
318,25,Murphy-Williamson,2025-04-04 04:15:19,-453.7,"5231 Fuentes Summit, White Plains, NY 19599",refund,
319,34,Espinoza and Sons,2025-04-04 04:20:29,168.18,"2391 Susan Highway, Syracuse, NY 19572",atm_withdrawal,
320,8,Jones Ltd,2025-04-04 04:22:25,57.21,"2346 Lawrence Green, Lake Larrystad, IL 68182",atm_withdrawal,
321,45,Gallagher-Rivera,2025-04-04 04:22:39,364.27,"5432 Julie Circles, Niagara Falls, NY 12571",p2p_transfer,
322,42,"Brown, Smith and Baker",2025-04-04 04:37:55,264.62,"4032 Salazar Stravenue, Staten Island, NY 18750",p2p_transfer,
323,42,Lee Group,2025-04-04 05:02:02,96.13,"6802 Kristin Via, Bronx, NY 11584",atm_withdrawal,
324,46,"Torres, Moore and Hughes",2025-04-04 05:30:35,326.71,"4603 Alexander Burgs, Rochester, NY 19898",bill_payment,
325,19,Gay Inc,2025-04-04 05:36:12,355.09,"3852 Donald Parkway, Ithaca, NY 18309",p2p_transfer,
326,8,"Martin, Davis and Mccarthy",2025-04-04 05:52:02,54.91,"7403 Claudia Fords, Staten Island, NY 13279",atm_withdrawal,
327,51,Webster and Sons,2025-04-04 06:15:03,176.94,"985 Boone Mission, Staten Island, NY 17587",atm_withdrawal,
328,47,Rogers-Burgess,2025-04-04 06:18:02,268.38,"7823 Howard Field, Schenectady, NY 15498",p2p_transfer,
329,2,"Hopkins, Gonzalez and Walker",2025-04-04 06:31:22,193.98,"8542 Sherman Loop, New York, NY 19905",atm_withdrawal,
330,41,Holmes-Wallace,2025-04-04 06:34:57,-497.04,"6331 John Key, Syracuse, NY 15560",refund,
331,15,Ingram-Flores,2025-04-04 07:01:02,79.4,"7487 Walters Cove, Staten Island, NY 10217",bill_payment,
332,43,Nelson Group,2025-04-04 07:04:45,341.76,"9422 Simpson Summit, Buffalo, NY 15063",bill_payment,
333,36,"Hill, Bonilla and Castro",2025-04-04 07:07:30,104.98,"7928 Cynthia Haven, Yonkers, NY 11107",p2p_transfer,
334,20,Hill Group,2025-04-04 07:39:38,44.04,"498 Taylor Fields, Yonkers, NY 17878",atm_withdrawal,
335,9,Jones PLC,2025-04-04 07:45:57,77.13,"7658 Wilkerson Alley, East Julie, CA 98046",bill_payment,
336,49,Williams LLC,2025-04-04 07:55:01,131.2,"5895 Griffin Mountain, Niagara Falls, NY 10891",purchase,
337,25,"Phillips, Mcpherson and Small",2025-04-04 08:05:52,-406.19,"4720 Osborne Mountain, Niagara Falls, NY 18263",refund,
338,12,"Sanchez, Johnson and Reid",2025-04-04 08:42:48,360.13,"8889 Catherine Motorway, Lake Brandon, TX 77862",bill_payment,
339,14,"Shaffer, Webb and Martinez",2025-04-04 09:01:04,-343.23,"3247 Robin Station, Albany, NY 13705",refund,
340,22,Glenn-Rivera,2025-04-04 09:11:59,233.25,"457 Douglas Junction, Brooklyn, NY 12641",bill_payment,
341,51,Barnes-Jackson,2025-04-04 09:25:03,127.48,"7673 King Alley, Buffalo, NY 13478",purchase,
342,9,Brown-Mathis,2025-04-04 09:26:21,92.52,"3566 Baldwin Squares, Ithaca, NY 17402",atm_withdrawal,
343,49,Jennings Ltd,2025-04-04 09:50:08,429.08,"8266 Aaron Glen, Rochester, NY 11784",p2p_transfer,
344,29,Lozano Inc,2025-04-04 10:01:49,294.9,"8262 Ryan Ville, Troy, NY 18763",purchase,
345,37,"Thomas, Jackson and Sullivan",2025-04-04 10:24:43,-243.59,"2993 Davis Lock, Binghamton, NY 12898",refund,
346,11,"Garcia, Jones and Fisher",2025-04-04 10:27:37,357.24,"4885 Wilson Overpass, Queens, NY 18616",wire_transfer,
347,32,Ellis Ltd,2025-04-04 10:56:18,73.73,"1404 Jordan Forest, Albany, NY 15012",p2p_transfer,
348,5,Page-Haynes,2025-04-04 10:56:46,24.97,"9872 Reid Mews, Schenectady, NY 18597",atm_withdrawal,
349,5,"Reese, Medina and Williams",2025-04-04 11:42:31,164.84,"7998 Callahan Stravenue, White Plains, NY 12343",bill_payment,
350,22,"Perez, Christian and Allen",2025-04-04 12:28:13,134.46,"8504 Lisa Trail, Schenectady, NY 17709",bill_payment,
351,4,Watts-Gomez,2025-04-04 12:42:07,161.83,"7737 Sean Cliff, Queens, NY 12266",atm_withdrawal,
352,14,"Garcia, Shannon and Ryan",2025-04-04 12:52:01,297.96,"8559 Matthew Estates, Albany, NY 14787",purchase,
353,47,Case-Garcia,2025-04-04 13:00:21,202.15,"4725 King Grove, Lake John, PA 19889",bill_payment,
354,1,Wood-Leach,2025-04-04 13:24:59,292.12,"3185 Keith Glen, Queens, NY 18976",purchase,
355,15,Miles LLC,2025-04-04 13:28:31,75.38,"3682 Cooper Junctions, White Plains, NY 12331",bill_payment,
356,39,"Powell, Kidd and Carter",2025-04-04 13:46:17,-67.79,"1352 Mark Crescent, Staten Island, NY 11148",refund,
357,2,Stephenson-Brock,2025-04-04 14:03:23,38.1,"6721 Perry Ridges, Niagara Falls, NY 13397",atm_withdrawal,
358,20,Hall-Colon,2025-04-04 14:08:01,211.54,"7039 Taylor Port, Albany, NY 11957",wire_transfer,
359,43,Woods and Sons,2025-04-04 14:17:59,96.34,"4214 Laura Mews, Utica, NY 15041",bill_payment,
360,29,"Vaughn, Schneider and Fox",2025-04-04 14:37:33,-10.47,"5515 Hunter Wells, Utica, NY 16360",refund,
361,44,Warner and Sons,2025-04-04 15:53:17,84.61,"7629 Valencia Plaza, New York, NY 13199",purchase,
362,11,"Munoz, Perkins and Wilson",2025-04-04 15:54:55,473.29,"74 John Burgs, Syracuse, NY 10663",p2p_transfer,
363,2,"Beck, Allen and Griffin",2025-04-04 15:59:18,289.65,"2831 William Mill, Lake Pamela, IL 64343",p2p_transfer,
364,52,Martin and Sons,2025-04-04 16:07:01,2065.2,"5887 Deborah Mountains, Rochester, NY 15328",p2p_transfer,
365,40,"Smith, Gordon and Lopez",2025-04-04 16:08:30,62.85,"1136 Alexis Valley, Buffalo, NY 13472",atm_withdrawal,
366,23,Schneider-Morgan,2025-04-04 16:30:03,318.55,"4143 Jones Causeway, Rochester, NY 14363",bill_payment,
367,50,Robles LLC,2025-04-04 16:37:28,3989.1,"7018 Ferguson Squares, Buffalo, NY 11291",purchase,
368,1,Lester PLC,2025-04-04 17:00:40,-354.25,"1254 William Port, White Plains, NY 11866",refund,
369,41,"Ellis, Cochran and Bryant",2025-04-04 17:02:53,179.11,"6936 Rodney Dale, Cherylland, CT 02433",p2p_transfer,
370,32,Jenkins-Moore,2025-04-04 17:32:24,423.01,"3439 Chris Center, Cheektowaga, NY 17022",p2p_transfer,
371,41,Meyer-Wells,2025-04-04 17:36:44,-160.55,"2827 Erica Ridges, Yonkers, NY 18165",refund,
372,52,Meyer-Boyd,2025-04-04 17:47:36,-443.06,"279 William Ford, White Plains, NY 19432",refund,
373,39,Ramirez PLC,2025-04-04 18:07:39,69.05,"8622 Maldonado Valleys, Buffalo, NY 16592",atm_withdrawal,
374,37,Hunter-Waters,2025-04-04 18:16:25,469.35,"2526 Andrea Manor, Bronx, NY 12455",p2p_transfer,
375,42,Garrett-Chung,2025-04-04 18:19:50,131.16,"7190 Barnes Grove, Queens, NY 17059",atm_withdrawal,
376,2,Davis-Campbell,2025-04-04 18:37:34,301.99,"3144 Nathaniel Camp, Carterton, TX 75556",p2p_transfer,
377,33,Newton Inc,2025-04-04 18:42:43,-15.24,"2672 Jason Station, New York, NY 14487",refund,
378,8,"Torres, Williamson and Armstrong",2025-04-04 18:59:01,-105.66,"5147 John Tunnel, Utica, NY 10169",refund,
379,15,"Baldwin, Jackson and Alvarez",2025-04-04 19:00:01,306.72,"8491 Jeffrey Trail, Niagara Falls, NY 16005",bill_payment,
380,7,Lynch-Atkins,2025-04-04 19:08:57,-306.14,"1382 Sarah Causeway, Utica, NY 14305",refund,
381,21,Griffin-Foley,2025-04-04 19:42:59,63.25,"8295 Joan Meadow, Syracuse, NY 11813",purchase,
382,8,"Lopez, Nguyen and Rowe",2025-04-04 20:06:01,61.72,"2950 Jones Union, Syracuse, NY 17847",atm_withdrawal,
383,32,Page-Warner,2025-04-04 20:07:24,31.15,"1735 Scott Dale, New York, NY 18763",purchase,
384,37,Yoder-Hill,2025-04-04 20:25:17,-10.25,"1284 Green Street, Lake Robertfort, FL 34862",refund,
385,31,"Hogan, Wright and Reyes",2025-04-04 20:31:05,348.37,"7794 Donald Plain, Yonkers, NY 13876",bill_payment,
386,13,Kim-Vega,2025-04-04 20:46:06,445.39,"2065 Shawn Cape, Syracuse, NY 18751",p2p_transfer,
387,8,Miller LLC,2025-04-04 21:12:53,71.84,"18 Petersen Spring, Binghamton, NY 18320",purchase,
388,39,Harrison LLC,2025-04-04 21:14:09,1353.45,"6433 Rebecca Mountain, Albany, NY 13155",purchase,
389,30,Clark-Hickman,2025-04-04 21:32:22,106.82,"5201 Thornton Harbor, Yonkers, NY 16368",purchase,
390,51,Ray LLC,2025-04-04 21:53:59,51.22,"5450 Tony Meadows, Binghamton, NY 12600",purchase,
391,23,"Henderson, Sims and Spencer",2025-04-04 22:07:46,44.41,"5496 Russell Turnpike, New York, NY 15455",atm_withdrawal,
392,42,"Barrera, Wright and Pacheco",2025-04-04 22:10:42,291.91,"8586 Collins Street, Schenectady, NY 13715",purchase,
393,36,Bowman-Smith,2025-04-04 22:13:40,299.49,"4708 Jamie Spurs, Staten Island, NY 17496",purchase,
394,32,Conley-Morales,2025-04-04 22:25:46,379.13,"7425 Mark Vista, Syracuse, NY 11739",bill_payment,
395,39,"Stafford, Haas and Bradley",2025-04-04 22:29:14,3271.05,"4613 Rodriguez Island, Brooklyn, NY 15184",wire_transfer,
396,35,Harris Ltd,2025-04-04 22:29:40,30.4,"8611 Keith Drives, New York, NY 15941",atm_withdrawal,
397,29,Ruiz-Kidd,2025-04-04 22:49:30,-139.92,"2511 Duncan Cliffs, Queens, NY 17321",refund,
398,21,"Smith, Hill and Martinez",2025-04-04 23:00:57,421.32,"5654 Wiley Fort, Schenectady, NY 16767",bill_payment,
399,40,Torres LLC,2025-04-04 23:08:47,-160.37,"4128 Kenneth Path, Cheektowaga, NY 16087",refund,
400,8,Flowers-Miller,2025-04-04 23:30:09,19.78,"3340 Grant Rapids, Yonkers, NY 14376",purchase,
401,49,Yoder Group,2025-04-04 23:49:19,-135.06,"4614 Anne Rapid, Schenectady, NY 13656",refund,
